case_id,requested_amount,submission_channel,product_type,product_complexity_index,completeness_flag,exception_flag,rework_indicator,stage1_processing_time,sla_breach_flag,risk_flag,customer_segment,recent_exception_rate,resource_workload,era,month_index,approval_verification_outcome,final_transaction_outcome
Application_1000976,15960.97,web,SME,4,1,0,0,16.06,0,1,mass-affluent,0.134,14,1,19,validated,O_Cancelled
Application_1000050,12095.61,branch,consumer,1,1,0,0,13.59,0,0,mass-affluent,0.172,4,1,19,validated,A_Pending
Application_1000897,8931.58,web,consumer,1,1,0,0,21.09,0,1,mass-affluent,0.173,8,1,11,validated,A_Cancelled
Application_1000003,9334.1,partner,consumer,1,1,1,0,35.43,0,0,mass-affluent,0.155,11,1,13,escalated,O_Accepted
Application_1000545,5995.59,web,consumer,1,1,0,0,25.43,0,1,mass-affluent,0.195,16,1,8,validated,O_Cancelled
Application_1000351,17219.8,partner,consumer,3,1,0,0,18.99,0,0,mass-affluent,0.229,9,1,10,validated,O_Accepted
Application_1000905,10666.97,partner,consumer,3,1,1,1,24.31,0,1,mass-affluent,0.341,18,1,9,escalated,A_Denied
Application_1000537,10089.69,branch,consumer,2,1,0,0,17.08,0,1,mass-affluent,0.153,5,0,2,validated,O_Accepted
Application_1000345,4714.32,web,mortgage,5,1,0,2,37.54,1,0,mass-market,0.149,6,0,2,validated,O_Accepted
Application_1000995,11282.65,web,mortgage,3,1,0,2,22.34,0,1,mass-affluent,0.21,11,1,10,validated,O_Cancelled
Application_1000482,19818.66,web,mortgage,5,1,0,1,19.51,0,0,mass-affluent,0.123,9,1,17,validated,O_Accepted
Application_1000576,17943.58,partner,consumer,3,1,1,0,27.83,0,1,mass-affluent,0.155,18,1,18,escalated,O_Cancelled
Application_1000034,6318.1,branch,consumer,2,1,0,0,18.53,0,0,mass-affluent,0.02,9,1,17,validated,O_Refused
Application_1000032,10944.38,partner,mortgage,5,1,1,0,42.21,1,0,mass-affluent,0.041,4,1,16,escalated,O_Accepted
Application_1000232,3192.92,partner,SME,2,1,1,1,24.01,0,0,mass-market,0.092,7,1,13,escalated,O_Accepted
Application_1000964,11017.54,web,consumer,2,1,0,0,39.08,1,1,mass-affluent,0.104,8,1,16,validated,A_Denied
Application_1000193,11491.11,web,mortgage,5,1,1,0,26.38,0,0,mass-affluent,0.131,7,0,1,escalated,O_Accepted
Application_1000334,5981.75,web,consumer,3,1,0,0,8.29,0,0,mass-affluent,0.0,6,1,14,validated,O_Accepted
Application_1000004,15569.7,branch,consumer,2,1,1,0,32.83,0,0,mass-affluent,0.163,12,0,1,escalated,O_Accepted
Application_1000205,36504.28,web,consumer,2,1,0,0,15.22,0,0,affluent,0.114,8,1,12,validated,O_Accepted
Application_1000515,3504.24,branch,consumer,1,1,1,2,46.6,1,1,mass-market,0.195,10,1,15,escalated,A_Cancelled
Application_1000800,10642.49,partner,consumer,1,1,0,2,19.5,0,1,mass-affluent,0.214,10,1,13,validated,A_Denied
Application_1000307,10772.27,web,consumer,2,1,0,0,13.35,0,0,mass-affluent,0.184,11,0,4,validated,O_Accepted
Application_1000110,11051.82,branch,consumer,3,1,0,0,16.64,0,0,mass-affluent,0.179,6,1,8,validated,O_Accepted
Application_1000431,18599.28,web,consumer,1,0,1,0,38.64,1,0,mass-affluent,0.107,13,1,8,returned-for-rework,O_Accepted
Application_1000078,16952.1,branch,consumer,1,1,1,0,30.15,0,0,mass-affluent,0.086,9,1,15,escalated,O_Accepted
Application_1000085,18886.25,branch,SME,2,1,0,1,46.21,1,0,mass-affluent,0.141,13,1,11,validated,O_Accepted
Application_1000287,7861.02,branch,consumer,2,1,0,0,143.11,1,0,mass-affluent,0.223,8,1,13,validated,O_Accepted
Application_1000083,6122.76,web,consumer,2,1,0,1,13.58,0,0,mass-affluent,0.066,9,1,19,validated,O_Accepted
Application_1000992,12374.15,web,consumer,3,1,1,0,13.04,0,1,mass-affluent,0.114,12,1,18,escalated,A_Cancelled
Application_1000790,7623.76,web,SME,4,0,1,0,24.97,0,1,mass-affluent,0.173,2,0,5,returned-for-rework,A_Cancelled
Application_1000895,4534.08,partner,consumer,3,1,0,1,22.92,0,1,mass-market,0.243,18,0,4,validated,A_Cancelled
Application_1000399,4775.41,web,consumer,2,1,0,0,7.83,0,0,mass-market,0.074,8,1,9,validated,O_Accepted
Application_1000324,8245.79,branch,consumer,1,1,0,0,70.5,1,0,mass-affluent,0.227,8,0,1,validated,O_Accepted
Application_1000520,6163.23,branch,consumer,1,1,1,1,23.89,0,1,mass-affluent,0.272,18,1,18,escalated,A_Denied
Application_1000917,31956.34,web,consumer,3,0,0,0,32.85,0,1,affluent,0.234,13,1,12,returned-for-rework,A_Cancelled
Application_1000923,16296.9,web,SME,4,1,1,1,28.52,0,1,mass-affluent,0.346,17,1,16,escalated,O_Cancelled
Application_1000006,6043.26,partner,consumer,3,1,0,0,19.85,0,0,mass-affluent,0.102,8,1,10,validated,A_Pending
Application_1000732,12969.46,web,consumer,3,1,0,2,28.3,0,1,mass-affluent,0.147,11,1,18,validated,O_Cancelled
Application_1000466,2175.68,web,consumer,1,1,0,0,64.6,1,0,mass-market,0.05,5,0,2,validated,O_Accepted
Application_1000098,39178.21,web,SME,4,1,0,1,28.52,0,0,affluent,0.123,9,1,12,validated,O_Accepted
Application_1000267,2992.16,partner,consumer,2,1,0,0,18.19,0,0,mass-market,0.196,8,1,16,validated,O_Refused
Application_1000358,48874.23,partner,consumer,3,1,0,2,28.92,0,0,affluent,0.164,8,1,16,validated,O_Accepted
Application_1000869,12330.54,web,consumer,2,1,0,1,21.82,0,1,mass-affluent,0.141,13,1,17,validated,O_Accepted
Application_1000799,16524.71,web,consumer,2,1,0,0,13.63,0,1,mass-affluent,0.313,6,1,7,validated,A_Denied
Application_1000381,11793.78,branch,consumer,2,0,0,1,31.62,0,0,mass-affluent,0.138,7,1,11,returned-for-rework,O_Accepted
Application_1000632,34068.9,web,consumer,1,0,1,0,40.56,1,1,affluent,0.176,13,1,17,returned-for-rework,A_Cancelled
Application_1000382,50532.81,web,consumer,3,1,0,0,24.84,0,0,high-net-worth,0.087,14,0,1,validated,O_Accepted
Application_1000491,5502.94,branch,SME,3,1,0,0,40.34,1,0,mass-affluent,0.129,11,1,12,validated,O_Accepted
Application_1000119,17621.17,branch,consumer,3,1,0,0,22.84,0,0,mass-affluent,0.116,15,0,1,validated,O_Accepted
Application_1000901,5706.93,web,consumer,1,1,0,0,18.78,0,1,mass-affluent,0.165,10,1,10,validated,O_Refused
Application_1000251,9477.51,branch,consumer,1,1,0,0,20.29,0,0,mass-affluent,0.136,8,0,1,validated,O_Accepted
Application_1000524,35178.65,branch,consumer,2,1,0,0,19.63,0,1,affluent,0.212,7,1,16,validated,A_Cancelled
Application_1000010,34593.85,branch,consumer,2,1,0,0,53.37,1,0,affluent,0.116,16,1,8,validated,A_Pending
Application_1000197,18556.07,branch,consumer,3,1,0,0,53.04,1,0,mass-affluent,0.074,14,1,8,validated,O_Accepted
Application_1000604,28496.55,partner,consumer,2,1,0,1,33.55,0,1,affluent,0.244,6,1,12,validated,O_Refused
Application_1000082,17815.43,web,consumer,2,1,0,0,18.85,0,0,mass-affluent,0.277,10,0,4,validated,A_Pending
Application_1000784,9992.9,partner,consumer,3,0,1,0,58.62,1,1,mass-affluent,0.264,11,1,13,returned-for-rework,O_Cancelled
Application_1000588,6022.41,branch,mortgage,3,1,0,0,39.88,1,1,mass-affluent,0.201,14,1,7,validated,O_Cancelled
Application_1000798,12464.39,branch,mortgage,3,0,1,0,50.19,1,1,mass-affluent,0.388,13,1,7,returned-for-rework,A_Cancelled
Application_1000240,19580.28,web,consumer,2,1,0,0,14.22,0,0,mass-affluent,0.055,6,0,6,validated,O_Accepted
Application_1000291,10276.83,web,mortgage,5,1,0,0,21.95,0,0,mass-affluent,0.237,10,0,3,validated,A_Pending
Application_1000212,9141.66,web,mortgage,4,0,1,2,81.54,1,0,mass-affluent,0.175,11,1,16,returned-for-rework,A_Pending
Application_1000718,11644.85,web,consumer,3,1,0,1,38.46,1,1,mass-affluent,0.213,7,1,14,validated,O_Cancelled
Application_1000360,7941.17,web,consumer,2,1,1,0,24.35,0,0,mass-affluent,0.094,9,1,19,escalated,O_Accepted
Application_1000450,15124.35,partner,mortgage,5,1,0,1,24.98,0,0,mass-affluent,0.031,7,1,7,validated,O_Accepted
Application_1000228,27436.72,branch,consumer,3,1,0,0,20.25,0,0,affluent,0.215,3,1,11,validated,O_Accepted
Application_1000951,8343.14,web,mortgage,5,0,1,0,32.4,0,1,mass-affluent,0.079,15,1,17,returned-for-rework,A_Cancelled
Application_1000947,8999.89,web,consumer,2,1,0,0,11.24,0,1,mass-affluent,0.082,15,0,2,validated,A_Denied
Application_1000797,9333.08,branch,consumer,1,1,0,1,43.23,1,1,mass-affluent,0.178,15,1,14,validated,O_Cancelled
Application_1000502,9863.35,partner,consumer,1,1,0,0,51.73,1,1,mass-affluent,0.055,10,0,4,validated,O_Cancelled
Application_1000465,14228.99,web,consumer,3,1,0,0,23.34,0,0,mass-affluent,0.099,14,1,10,validated,O_Accepted
Application_1000363,2783.62,branch,mortgage,3,1,0,0,18.4,0,0,mass-market,0.11,11,1,8,validated,O_Accepted
Application_1000469,18163.54,web,mortgage,3,1,1,0,11.53,0,0,mass-affluent,0.114,7,1,7,escalated,O_Accepted
Application_1000936,8440.24,web,consumer,1,1,0,1,17.72,0,1,mass-affluent,0.21,3,1,14,validated,A_Cancelled
Application_1000429,17591.98,branch,consumer,1,1,0,0,18.97,0,0,mass-affluent,0.07,9,0,2,validated,O_Accepted
Application_1000008,6647.04,branch,SME,3,1,0,0,20.34,0,0,mass-affluent,0.125,8,0,5,validated,O_Accepted
Application_1000156,25485.06,branch,consumer,1,1,0,0,17.94,0,0,affluent,0.102,12,0,5,validated,O_Accepted
Application_1000542,10575.34,web,consumer,2,1,1,0,37.76,1,1,mass-affluent,0.184,10,0,6,escalated,O_Refused
Application_1000441,29201.46,partner,SME,4,0,0,0,35.62,0,0,affluent,0.086,3,1,14,returned-for-rework,O_Accepted
Application_1000483,9032.26,branch,mortgage,5,1,0,0,20.06,0,0,mass-affluent,0.079,10,0,3,validated,O_Accepted
Application_1000423,10073.8,web,mortgage,3,1,0,0,29.24,0,0,mass-affluent,0.131,11,1,12,validated,O_Accepted
Application_1000779,13550.52,web,SME,4,1,0,0,20.31,0,1,mass-affluent,0.167,5,1,15,validated,O_Refused
Application_1000950,24087.19,branch,consumer,1,1,0,0,19.77,0,1,affluent,0.204,15,1,13,validated,A_Denied
Application_1000335,2891.46,web,consumer,1,1,0,0,15.88,0,0,mass-market,0.151,17,1,18,validated,O_Accepted
Application_1000577,11409.13,partner,mortgage,3,1,0,0,23.23,0,1,mass-affluent,0.133,10,1,12,validated,A_Denied
Application_1000935,8851.62,branch,consumer,2,1,0,2,75.59,1,1,mass-affluent,0.162,12,0,6,validated,O_Cancelled
Application_1000568,11889.15,web,mortgage,4,1,0,1,50.3,1,1,mass-affluent,0.196,14,0,2,validated,A_Denied
Application_1000595,11698.07,web,mortgage,5,0,0,0,33.77,0,1,mass-affluent,0.094,22,0,6,returned-for-rework,A_Denied
Application_1000531,15258.4,branch,consumer,3,1,0,0,20.68,0,1,mass-affluent,0.196,8,0,5,validated,A_Denied
Application_1000582,4530.17,partner,consumer,1,1,0,0,28.58,0,1,mass-market,0.173,11,1,9,validated,O_Accepted
Application_1000708,14940.06,web,consumer,1,1,0,1,28.83,0,1,mass-affluent,0.078,11,1,9,validated,A_Cancelled
Application_1000449,29608.24,branch,mortgage,3,0,1,2,69.03,1,0,affluent,0.169,14,1,18,returned-for-rework,O_Accepted
Application_1000454,75000.0,branch,consumer,3,0,1,0,35.48,0,0,high-net-worth,0.157,10,0,2,returned-for-rework,O_Accepted
Application_1000229,39405.57,partner,consumer,1,0,0,0,24.55,0,0,affluent,0.122,6,1,17,returned-for-rework,O_Accepted
Application_1000353,22467.46,branch,consumer,2,1,0,0,30.75,0,0,affluent,0.108,13,1,8,validated,O_Accepted
Application_1000729,9991.33,web,consumer,1,1,0,1,22.95,0,1,mass-affluent,0.143,22,1,13,validated,A_Cancelled
Application_1000213,9656.05,branch,consumer,2,1,0,0,50.82,1,0,mass-affluent,0.12,9,1,12,validated,O_Accepted
Application_1000080,15397.22,partner,consumer,2,0,0,0,26.17,0,0,mass-affluent,0.132,1,1,7,returned-for-rework,O_Accepted
Application_1000149,7260.1,branch,consumer,3,1,0,0,22.38,0,0,mass-affluent,0.107,1,0,5,validated,O_Accepted
Application_1000303,10042.57,branch,consumer,2,1,0,1,15.94,0,0,mass-affluent,0.127,2,1,11,validated,O_Accepted
Application_1000629,8342.75,partner,consumer,1,1,0,1,23.03,0,1,mass-affluent,0.322,8,0,1,validated,O_Refused
Application_1000778,2466.29,branch,consumer,1,1,0,0,18.08,0,1,mass-market,0.108,11,0,1,validated,O_Refused
Application_1000507,6265.48,web,consumer,1,0,1,0,65.66,1,1,mass-affluent,0.175,11,1,11,returned-for-rework,A_Denied
Application_1000343,46626.98,partner,consumer,2,1,0,1,29.3,0,0,affluent,0.111,9,0,1,validated,O_Refused
Application_1000486,14992.14,partner,consumer,1,1,0,1,18.56,0,0,mass-affluent,0.123,20,0,3,validated,O_Accepted
Application_1000712,10029.19,branch,consumer,3,1,0,0,28.02,0,1,mass-affluent,0.25,10,1,11,validated,O_Cancelled
Application_1000134,9468.98,web,consumer,2,1,0,0,11.12,0,0,mass-affluent,0.17,4,1,15,validated,O_Accepted
Application_1000704,14537.65,web,consumer,2,1,0,1,24.63,0,1,mass-affluent,0.083,8,0,3,validated,O_Cancelled
Application_1000312,2833.6,web,consumer,3,1,0,1,18.81,0,0,mass-market,0.141,7,0,3,validated,O_Accepted
Application_1000723,11099.87,partner,consumer,1,1,0,0,17.66,0,1,mass-affluent,0.076,10,0,1,validated,O_Cancelled
Application_1000630,17662.82,web,mortgage,5,1,0,1,24.24,0,1,mass-affluent,0.199,10,1,7,validated,O_Refused
Application_1000001,14610.39,partner,mortgage,4,1,0,0,16.04,0,0,mass-affluent,0.175,5,0,1,validated,O_Accepted
Application_1000317,6393.59,branch,consumer,2,1,1,0,23.8,0,0,mass-affluent,0.191,6,1,16,escalated,O_Accepted
Application_1000707,11648.8,web,SME,4,0,0,1,31.64,0,1,mass-affluent,0.018,5,0,6,returned-for-rework,O_Cancelled
Application_1000548,15496.78,web,SME,2,1,1,0,15.27,0,1,mass-affluent,0.277,14,0,4,escalated,A_Denied
Application_1000873,7019.85,web,consumer,2,1,0,0,19.59,0,1,mass-affluent,0.161,16,1,18,validated,O_Refused
Application_1000533,11686.92,web,consumer,1,1,0,0,15.05,0,1,mass-affluent,0.177,11,0,5,validated,O_Refused
Application_1000478,24976.06,branch,consumer,2,1,0,0,24.67,0,0,affluent,0.176,10,1,8,validated,O_Accepted
Application_1000405,17422.91,branch,consumer,2,1,0,0,33.74,0,0,mass-affluent,0.153,3,1,9,validated,O_Refused
Application_1000173,19646.35,web,SME,4,1,0,0,22.11,0,0,mass-affluent,0.059,14,1,8,validated,O_Accepted
Application_1000126,21033.59,branch,consumer,1,1,0,1,24.91,0,0,affluent,0.118,10,1,13,validated,A_Pending
Application_1000395,8492.22,branch,SME,2,1,0,0,14.54,0,0,mass-affluent,0.133,9,1,10,validated,O_Accepted
Application_1000421,8058.76,web,consumer,1,1,0,0,15.58,0,0,mass-affluent,0.178,13,0,4,validated,O_Accepted
Application_1000553,11754.16,web,consumer,3,0,0,0,26.26,0,1,mass-affluent,0.11,11,1,7,returned-for-rework,A_Cancelled
Application_1000904,20415.86,branch,mortgage,5,1,1,0,25.14,0,1,affluent,0.045,12,0,2,escalated,O_Refused
Application_1000091,4358.38,web,consumer,1,1,0,0,14.2,0,0,mass-market,0.016,5,1,12,validated,O_Accepted
Application_1000940,14929.67,web,mortgage,5,1,0,0,15.61,0,1,mass-affluent,0.244,6,1,13,validated,A_Denied
Application_1000182,13764.41,web,mortgage,3,1,0,0,30.76,0,0,mass-affluent,0.109,16,1,17,validated,O_Accepted
Application_1000275,20983.92,branch,consumer,2,1,0,0,20.25,0,0,affluent,0.15,2,1,8,validated,O_Accepted
Application_1000896,26347.39,branch,SME,2,1,0,1,25.11,0,1,affluent,0.173,15,1,7,validated,A_Denied
Application_1000070,12049.64,web,consumer,2,1,0,0,70.67,1,0,mass-affluent,0.159,6,1,19,validated,O_Accepted
Application_1000292,2126.85,partner,consumer,1,1,0,0,13.39,0,0,mass-market,0.085,8,1,12,validated,A_Pending
Application_1000132,8401.03,branch,SME,2,0,0,0,37.01,1,0,mass-affluent,0.166,7,1,7,returned-for-rework,O_Accepted
Application_1000301,4938.25,branch,consumer,3,1,0,0,16.66,0,0,mass-market,0.17,5,0,2,validated,O_Refused
Application_1000425,17321.29,web,consumer,3,1,0,0,14.42,0,0,mass-affluent,0.0,6,0,4,validated,O_Accepted
Application_1000327,29241.99,web,mortgage,4,1,0,0,30.85,0,0,affluent,0.197,3,1,8,validated,O_Accepted
Application_1000145,2953.61,web,consumer,3,1,0,0,7.98,0,0,mass-market,0.163,3,1,9,validated,A_Pending
Application_1000424,11391.53,branch,consumer,1,0,1,0,43.58,1,0,mass-affluent,0.12,13,0,2,returned-for-rework,O_Accepted
Application_1000581,4733.79,web,mortgage,3,1,0,2,21.41,0,1,mass-market,0.076,11,1,13,validated,O_Refused
Application_1000136,29250.46,web,SME,4,1,0,0,26.83,0,0,affluent,0.103,21,0,3,validated,O_Accepted
Application_1000451,23104.04,partner,mortgage,5,1,0,1,81.19,1,0,affluent,0.199,15,1,8,validated,O_Accepted
Application_1000165,7580.86,branch,mortgage,4,1,1,0,19.3,0,0,mass-affluent,0.065,6,0,3,escalated,O_Accepted
Application_1000029,11572.5,partner,consumer,2,1,1,0,18.75,0,0,mass-affluent,0.181,15,1,14,escalated,A_Pending
Application_1000774,15528.37,web,consumer,1,1,0,2,32.53,0,1,mass-affluent,0.195,22,0,1,validated,O_Accepted
Application_1000194,19526.67,web,mortgage,4,1,1,0,18.34,0,0,mass-affluent,0.108,9,1,18,escalated,A_Pending
Application_1000389,17868.47,web,consumer,3,1,0,0,16.29,0,0,mass-affluent,0.245,9,1,9,validated,O_Accepted
Application_1000853,5967.5,branch,consumer,2,0,1,2,42.71,1,1,mass-affluent,0.224,11,1,7,returned-for-rework,A_Denied
Application_1000170,14255.18,partner,consumer,2,1,0,0,14.45,0,0,mass-affluent,0.131,10,1,16,validated,O_Accepted
Application_1000706,23515.04,branch,consumer,1,1,0,0,32.18,0,1,affluent,0.234,14,1,19,validated,O_Cancelled
Application_1000141,8856.22,branch,consumer,2,1,0,0,16.14,0,0,mass-affluent,0.143,10,1,9,validated,O_Accepted
Application_1000174,20783.04,branch,consumer,1,1,0,0,11.18,0,0,affluent,0.019,9,1,10,validated,O_Accepted
Application_1000007,5784.36,branch,consumer,3,1,1,0,23.6,0,0,mass-affluent,0.157,8,1,9,escalated,O_Accepted
Application_1000746,16165.12,branch,SME,4,1,0,1,32.41,0,1,mass-affluent,0.23,7,1,8,validated,O_Cancelled
Application_1000479,29586.72,branch,consumer,1,1,0,0,41.71,1,0,affluent,0.12,9,0,4,validated,O_Accepted
Application_1000074,5921.23,partner,consumer,3,0,0,0,28.57,0,0,mass-affluent,0.0,11,0,3,returned-for-rework,A_Pending
Application_1000911,14899.42,branch,mortgage,3,0,0,1,66.97,1,1,mass-affluent,0.225,11,1,18,returned-for-rework,A_Denied
Application_1000814,11216.94,partner,consumer,1,1,0,0,24.43,0,1,mass-affluent,0.125,16,1,10,validated,A_Denied
Application_1000239,15749.82,branch,consumer,3,1,1,0,35.5,0,0,mass-affluent,0.176,10,1,16,escalated,O_Accepted
Application_1000146,9615.33,web,SME,2,0,1,2,46.67,1,0,mass-affluent,0.166,14,0,6,returned-for-rework,O_Accepted
Application_1000793,11058.54,partner,consumer,2,0,0,0,32.45,0,1,mass-affluent,0.186,13,1,16,returned-for-rework,A_Denied
Application_1000235,8347.41,partner,consumer,1,1,0,1,21.36,0,0,mass-affluent,0.125,6,1,16,validated,O_Accepted
Application_1000221,24975.71,branch,mortgage,3,0,1,0,36.27,1,0,affluent,0.098,4,0,6,returned-for-rework,O_Accepted
Application_1000924,14756.25,partner,consumer,3,1,0,0,21.92,0,1,mass-affluent,0.222,13,1,15,validated,A_Denied
Application_1000501,10785.38,web,consumer,1,0,1,0,26.14,0,1,mass-affluent,0.21,15,1,15,returned-for-rework,A_Denied
Application_1000133,25342.47,web,consumer,1,1,0,0,10.98,0,0,affluent,0.128,9,1,9,validated,O_Accepted
Application_1000991,16487.49,branch,SME,2,1,0,0,19.79,0,1,mass-affluent,0.191,14,1,15,validated,A_Cancelled
Application_1000775,6808.73,web,consumer,2,1,1,0,15.6,0,1,mass-affluent,0.041,11,1,10,escalated,A_Denied
Application_1000186,4602.99,branch,consumer,1,1,0,0,25.37,0,0,mass-market,0.256,14,0,5,validated,O_Accepted
Application_1000042,7492.36,branch,consumer,2,1,0,0,20.68,0,0,mass-affluent,0.199,7,1,15,validated,O_Accepted
Application_1000697,3654.22,web,consumer,1,1,0,1,12.01,0,1,mass-market,0.098,14,1,11,validated,A_Cancelled
Application_1000109,26818.39,branch,SME,4,1,0,0,23.72,0,0,affluent,0.206,3,1,11,validated,O_Accepted
Application_1000589,10026.28,web,consumer,1,1,0,0,11.8,0,1,mass-affluent,0.162,9,1,7,validated,O_Cancelled
Application_1000057,19616.32,branch,consumer,1,1,0,0,23.45,0,0,mass-affluent,0.062,13,1,18,validated,O_Accepted
Application_1000406,20613.38,branch,consumer,3,1,0,0,23.96,0,0,affluent,0.136,19,1,19,validated,O_Accepted
Application_1000443,8782.9,web,mortgage,5,0,0,0,33.49,0,0,mass-affluent,0.149,20,1,18,returned-for-rework,O_Accepted
Application_1000758,4824.01,partner,consumer,3,0,0,0,29.14,0,1,mass-market,0.194,12,1,15,returned-for-rework,O_Cancelled
Application_1000998,41721.03,web,consumer,2,0,0,0,23.5,0,1,affluent,0.009,12,1,12,returned-for-rework,A_Cancelled
Application_1000025,47784.3,branch,consumer,2,1,0,0,22.7,0,0,affluent,0.177,5,0,6,validated,O_Accepted
Application_1000468,8135.9,partner,consumer,1,1,0,0,20.49,0,0,mass-affluent,0.079,13,1,11,validated,O_Accepted
Application_1000540,19213.14,branch,SME,4,1,0,0,78.21,1,1,mass-affluent,0.226,12,1,10,validated,O_Cancelled
Application_1000532,52514.29,partner,consumer,3,1,0,0,28.95,0,1,high-net-worth,0.135,3,0,6,validated,A_Denied
Application_1000619,8550.65,web,consumer,1,1,0,0,19.34,0,1,mass-affluent,0.234,16,1,10,validated,A_Denied
Application_1000695,10805.0,web,consumer,2,1,0,1,14.05,0,1,mass-affluent,0.194,6,1,7,validated,A_Denied
Application_1000927,7708.55,web,consumer,1,0,1,1,24.86,0,1,mass-affluent,0.092,9,1,17,returned-for-rework,O_Refused
Application_1000339,16613.76,branch,mortgage,5,1,0,0,45.84,1,0,mass-affluent,0.085,12,0,6,validated,O_Accepted
Application_1000052,23141.69,web,consumer,1,1,0,1,11.52,0,0,affluent,0.028,9,1,10,validated,A_Pending
Application_1000508,17584.08,web,consumer,1,1,0,0,21.82,0,1,mass-affluent,0.169,9,1,15,validated,O_Cancelled
Application_1000517,19294.02,partner,consumer,1,1,0,1,31.29,0,1,mass-affluent,0.298,6,0,2,validated,A_Denied
Application_1000921,10181.61,branch,consumer,2,1,0,0,23.95,0,1,mass-affluent,0.08,10,0,6,validated,A_Denied
Application_1000782,54152.75,web,consumer,3,1,0,1,20.98,0,1,high-net-worth,0.328,10,0,2,validated,O_Cancelled
Application_1000265,13011.27,branch,consumer,1,1,0,1,73.89,1,0,mass-affluent,0.196,8,1,9,validated,O_Accepted
Application_1000818,6058.37,web,consumer,2,1,0,0,14.49,0,1,mass-affluent,0.145,8,1,19,validated,O_Cancelled
Application_1000711,43225.83,partner,consumer,2,0,1,1,29.7,0,1,affluent,0.244,2,1,13,returned-for-rework,O_Cancelled
Application_1000683,33150.46,web,consumer,3,0,1,0,46.26,1,1,affluent,0.002,19,1,14,returned-for-rework,A_Cancelled
Application_1000833,13718.63,partner,consumer,2,1,1,0,25.98,0,1,mass-affluent,0.322,8,1,11,escalated,O_Cancelled
Application_1000519,56940.25,web,consumer,3,1,0,0,18.49,0,1,high-net-worth,0.176,19,0,5,validated,O_Refused
Application_1000448,18691.29,web,mortgage,4,1,0,0,31.98,0,0,mass-affluent,0.044,9,1,11,validated,O_Accepted
Application_1000019,5425.17,branch,mortgage,5,1,1,1,161.76,1,0,mass-affluent,0.077,7,1,17,escalated,O_Accepted
Application_1000716,12747.55,partner,consumer,2,1,0,0,16.11,0,1,mass-affluent,0.237,15,1,19,validated,O_Cancelled
Application_1000484,58003.43,web,mortgage,5,1,0,1,46.58,1,0,high-net-worth,0.116,7,1,12,validated,O_Accepted
Application_1000569,9927.77,partner,consumer,2,0,0,0,35.41,0,1,mass-affluent,0.189,16,0,6,returned-for-rework,O_Cancelled
Application_1000434,17417.21,web,consumer,2,1,0,0,17.71,0,0,mass-affluent,0.013,9,0,3,validated,O_Accepted
Application_1000368,24156.81,partner,SME,2,1,0,0,20.65,0,0,affluent,0.124,12,0,3,validated,O_Accepted
Application_1000084,14433.06,branch,consumer,2,0,1,0,32.56,0,0,mass-affluent,0.145,15,1,8,returned-for-rework,O_Accepted
Application_1000062,27394.18,branch,consumer,2,1,0,0,16.54,0,0,affluent,0.023,11,1,14,validated,O_Accepted
Application_1000639,7504.96,web,mortgage,5,1,0,0,12.14,0,1,mass-affluent,0.005,2,1,12,validated,O_Accepted
Application_1000273,11193.57,partner,consumer,3,1,0,0,24.62,0,0,mass-affluent,0.059,7,1,7,validated,O_Accepted
Application_1000286,16276.24,web,consumer,1,1,0,0,25.45,0,0,mass-affluent,0.124,13,0,2,validated,O_Accepted
Application_1000361,17953.33,web,consumer,3,1,0,0,22.38,0,0,mass-affluent,0.021,8,0,2,validated,O_Accepted
Application_1000355,9155.85,web,consumer,1,1,0,0,9.31,0,0,mass-affluent,0.134,9,0,1,validated,O_Accepted
Application_1000457,5004.62,web,SME,2,1,0,1,65.29,1,0,mass-affluent,0.075,10,1,8,validated,O_Accepted
Application_1000279,8459.48,partner,consumer,2,1,0,0,12.05,0,0,mass-affluent,0.204,6,0,4,validated,A_Pending
Application_1000013,24027.22,partner,consumer,1,0,0,0,33.16,0,0,affluent,0.072,5,1,19,returned-for-rework,O_Refused
Application_1000183,21898.62,partner,consumer,3,0,0,0,27.93,0,0,affluent,0.17,3,1,14,returned-for-rework,O_Accepted
Application_1000369,14003.0,web,mortgage,3,1,1,0,18.09,0,0,mass-affluent,0.249,4,1,10,escalated,O_Accepted
Application_1000882,15406.04,web,consumer,2,0,1,0,33.3,0,1,mass-affluent,0.216,11,1,7,returned-for-rework,O_Refused
Application_1000616,10039.91,branch,consumer,2,1,0,1,22.56,0,1,mass-affluent,0.189,10,1,16,validated,O_Refused
Application_1000224,6543.11,branch,consumer,3,1,0,0,22.85,0,0,mass-affluent,0.151,1,0,4,validated,A_Pending
Application_1000573,11054.66,web,consumer,3,1,0,3,24.15,0,1,mass-affluent,0.167,11,1,17,validated,A_Denied
Application_1000971,8896.24,branch,consumer,3,1,0,0,21.75,0,1,mass-affluent,0.17,8,0,3,validated,O_Cancelled
Application_1000654,27083.49,web,SME,2,1,1,0,19.05,0,1,affluent,0.152,7,0,4,escalated,O_Cancelled
Application_1000546,13536.94,web,consumer,1,0,1,0,28.61,0,1,mass-affluent,0.149,14,1,12,returned-for-rework,A_Denied
Application_1000583,4101.56,web,consumer,2,1,0,0,32.63,0,1,mass-market,0.206,11,1,15,validated,O_Cancelled
